"","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents..advice","Questionnaires.or.polls","Internet.usage","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Smoking","Alcohol","Healthy.eating","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action"
"443",18,163,58,6,"female","right handed","secondary school","no","city","block of flats",3,3,4,3,2,3,4,5,2,5,3,1,2,2,1,4,4,1,4,1,3,4,4,4,5,3,2,5,4,2,3,"i am always on time","only to avoid hurting someone",4,4,3,4,3,3,2,5,5,3,4,4,4,4,4,3,5,3,3,2,4,3,1,"few hours a day",2,1,2,2,2,4,3,3,3,2,2,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,4,3,3,2,5,2,3,4,2,4,3,4,4,5,2,5,"4","5",3,2,4,2,4,5,3,3,5,3,4,2,4,3,3,5,4,1,4,3,4,4,4,2,2,2,1,5,5,4,5,4,3,3,5,5,4,3,3
"444",18,162,54,3,"female","right handed","secondary school","no","village","house/bungalow",4,2,5,4,5,4,3,4,1,3,2,1,2,3,2,5,5,2,5,2,4,4,4,4,4,4,2,5,3,3,2,"i am always on time","only to avoid hurting someone",2,5,5,5,4,3,3,2,4,2,4,3,3,2,4,3,4,3,3,2,3,4,1,"few hours a day",1,2,4,1,1,3,3,2,4,2,5,5,5,3,2,3,1,3,2,1,5,4,5,2,4,1,1,5,3,2,1,1,4,1,1,1,3,2,3,5,4,1,"2","3",3,3,3,2,2,3,1,3,4,3,2,2,2,4,3,3,3,1,2,3,3,3,3,2,3,3,3,4,3,4,4,2,5,4,3,3,2,1,4
"445",19,170,54,1,"female","right handed","secondary school","no","city","block of flats",2,3,2,3,3,3,4,4,1,5,4,4,1,3,5,3,5,1,5,1,2,5,4,4,3,3,2,3,3,2,3,"i am often running late","sometimes",3,3,3,4,3,3,4,4,3,2,3,3,5,5,3,4,3,4,3,2,3,3,3,"few hours a day",1,2,2,3,2,2,1,4,2,2,3,5,4,4,4,4,1,2,4,3,3,3,4,4,1,2,4,2,5,3,1,2,3,4,1,1,2,3,3,5,5,1,"2","3",5,4,1,1,3,2,2,4,5,4,3,2,4,2,2,2,3,4,4,2,5,4,5,5,2,4,2,5,3,3,4,2,3,3,2,3,3,2,2
"446",20,157,43,1,"female","right handed","secondary school","yes","city","block of flats",4,2,4,2,3,3,4,4,3,4,2,2,2,3,5,4,3,1,4,2,5,5,5,2,5,4,3,5,3,3,4,"i am often running late","only to avoid hurting someone",3,3,3,4,3,3,4,4,3,3,3,3,3,4,5,4,2,3,5,5,4,4,3,"few hours a day",1,2,2,3,5,5,5,1,3,2,4,2,3,1,1,4,1,5,1,1,4,4,4,1,4,1,1,1,4,5,1,1,4,5,3,5,5,3,2,5,3,5,"2","3",3,3,5,5,3,4,4,5,5,3,4,2,2,2,3,5,3,1,1,4,2,3,2,2,5,1,1,5,1,2,5,5,3,1,5,5,3,1,3
"447",19,185,70,1,"male","right handed","secondary school","no","city","block of flats",2,2,1,1,2,1,5,3,2,3,3,3,2,4,4,4,3,3,2,3,1,2,3,3,5,2,4,1,3,1,3,"i am often running late","everytime it suits me",2,2,4,2,2,3,4,1,2,2,3,5,5,1,4,2,4,3,2,5,1,3,2,"few hours a day",2,1,2,4,4,4,3,1,3,4,1,4,2,3,1,5,2,5,1,1,1,3,3,1,1,3,1,1,1,1,3,1,5,3,1,1,2,2,1,5,3,2,"5","5",3,2,1,3,2,4,4,3,4,3,4,1,2,2,1,3,3,1,1,4,2,1,2,1,1,4,1,5,4,3,5,1,3,3,1,2,3,1,4
"448",26,163,55,3,"female","left handed","masters degree","no","village","house/bungalow",5,5,5,5,5,5,5,5,1,5,2,1,1,5,5,5,5,3,5,5,5,5,5,4,1,5,1,5,2,5,3,"i am often early","never",1,1,5,2,1,1,5,5,1,3,3,5,5,5,3,3,1,3,5,1,4,5,4,"less than an hour a day",5,3,3,5,4,5,4,1,4,3,5,4,5,3,3,3,3,5,5,4,5,5,5,5,4,1,5,5,4,1,4,5,1,1,3,1,1,3,5,3,1,4,"1","3",4,5,2,1,2,2,1,4,3,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,1,3,3,5,1,1
"449",19,168,49,1,"female","right handed","secondary school","no","village","house/bungalow",3,5,5,5,5,2,5,5,5,5,5,3,3,5,5,5,3,2,4,1,5,5,4,2,3,4,5,2,3,2,5,"i am often running late","sometimes",2,4,3,5,5,5,4,3,1,3,5,4,3,2,5,4,1,3,5,5,3,3,3,"few hours a day",1,3,2,3,3,3,2,3,5,2,3,3,3,4,1,2,1,5,1,1,4,1,5,1,4,3,2,1,4,1,1,1,3,1,1,3,5,3,4,5,3,4,"5","5",3,2,4,3,4,4,4,4,5,3,4,2,2,2,2,4,4,1,1,4,1,2,4,3,2,3,2,5,3,4,5,4,3,3,4,4,3,2,2
"450",19,169,67,1,"female","right handed","secondary school","yes","village","house/bungalow",3,1,3,2,5,3,4,3,1,4,5,3,2,4,1,5,5,3,4,2,4,5,4,3,5,4,3,4,3,1,3,"i am often early","everytime it suits me",1,2,4,3,3,2,5,5,5,3,5,5,4,4,3,3,3,3,3,4,3,3,1,"few hours a day",1,1,2,4,4,4,1,3,2,3,2,2,1,3,2,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,5,"5","3",2,5,1,3,4,2,2,3,5,3,3,3,1,2,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2
"451",22,178,82,1,"male","right handed","college/bachelor degree","no","village","house/bungalow",4,1,1,2,5,3,5,5,3,5,5,2,2,5,5,3,4,1,5,3,2,2,2,3,5,5,2,4,4,1,4,"i am often early","sometimes",2,3,3,4,3,4,1,5,5,4,5,5,4,2,4,5,3,4,1,1,3,3,1,"few hours a day",1,2,1,3,1,3,3,1,5,3,3,1,2,2,1,5,2,1,5,3,5,2,2,5,2,4,1,2,1,2,1,1,5,4,4,5,3,5,1,5,1,5,"2","3",3,1,2,3,3,5,5,5,5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,5,4,5,5,3,5,3,5,5,5,1,5
"452",20,165,65,1,"male","right handed","college/bachelor degree","no","village","house/bungalow",3,4,2,4,3,4,5,4,2,4,3,2,1,3,2,4,4,1,5,2,2,4,4,1,2,4,2,4,3,2,3,"i am always on time","sometimes",2,4,2,4,4,4,4,4,4,2,4,3,4,3,5,4,3,3,5,2,5,4,4,"less than an hour a day",1,1,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,4,3,1,1,3,5,2,2,2,2,4,4,1,1,5,5,1,1,3,4,4,4,2,3,"2","3",5,4,4,4,4,4,2,4,5,3,3,2,2,3,1,4,4,1,1,3,2,3,2,2,3,3,1,4,2,4,4,4,2,4,3,3,5,3,4
"453",28,180,63,2,"female","right handed","masters degree","no","city","block of flats",3,2,5,4,5,3,5,5,1,5,4,1,1,5,2,5,5,4,5,1,5,5,4,1,4,5,3,3,2,3,5,"i am often running late","only to avoid hurting someone",2,5,2,5,5,3,4,5,3,2,5,5,3,5,5,5,3,3,2,1,4,4,1,"less than an hour a day",1,4,5,1,5,5,5,5,3,4,1,3,2,3,1,4,3,5,3,1,4,5,5,5,3,4,5,3,5,5,1,1,5,5,2,3,5,3,4,5,4,5,"4","3",5,3,5,5,5,5,5,5,5,3,4,1,1,1,1,5,3,3,3,3,3,2,4,3,1,3,1,5,3,5,5,5,1,1,5,2,3,1,1
"454",19,169,65,1,"female","right handed","secondary school","yes","village","house/bungalow",3,2,4,2,5,3,4,4,1,4,5,3,2,5,1,5,5,3,4,2,4,5,4,3,5,4,3,3,3,1,3,"i am often early","everytime it suits me",2,2,3,3,3,2,5,4,5,3,5,5,4,4,3,3,3,3,3,4,3,3,1,"few hours a day",1,1,2,4,4,4,1,3,3,3,2,2,1,2,1,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,3,"5","3",2,5,2,3,4,3,2,2,5,4,2,2,1,1,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2
"455",21,156,48,0,"female","right handed","secondary school","yes","city","house/bungalow",3,4,3,1,1,1,4,3,2,2,3,2,4,2,1,2,4,1,2,3,3,3,3,2,5,4,2,1,4,1,3,"i am often running late","everytime it suits me",3,4,2,4,3,3,3,2,5,2,4,2,3,4,5,4,1,4,2,3,3,4,2,"few hours a day",1,3,3,3,5,2,3,4,5,1,3,4,3,3,1,5,2,5,2,1,3,4,5,2,5,1,3,1,4,2,5,1,4,1,2,5,5,2,2,5,4,5,"2","3",3,4,5,3,3,4,1,4,4,4,2,1,1,2,3,4,5,3,4,3,5,4,4,4,2,1,1,5,5,5,5,4,2,2,5,5,4,1,3
"456",19,175,58,1,"female","right handed","secondary school","no","village","house/bungalow",2,3,5,3,3,1,3,3,2,4,3,2,1,3,4,1,5,5,5,3,3,3,3,4,3,4,1,5,4,1,3,"i am always on time","sometimes",3,4,3,3,2,3,5,5,3,3,3,4,4,5,4,3,2,4,3,5,4,5,3,"less than an hour a day",3,5,5,4,4,5,5,2,5,5,1,3,2,2,1,4,3,2,3,2,2,2,5,3,1,2,4,3,4,4,3,2,3,5,4,4,5,2,3,4,1,3,"1","3",4,3,4,2,1,3,2,4,5,3,4,2,1,2,3,5,5,2,5,3,3,2,3,2,2,4,2,5,1,3,5,5,1,1,5,4,3,1,5
"457",22,188,80,2,"male","right handed","secondary school","no","city","block of flats",5,4,1,2,2,1,4,5,2,5,4,1,2,1,5,1,3,3,3,1,5,5,5,1,4,5,2,1,3,1,2,"i am always on time","sometimes",1,3,3,2,2,2,5,5,5,4,3,5,5,1,5,3,4,4,2,1,3,5,1,"few hours a day",2,1,1,2,1,1,1,1,3,4,5,3,5,5,4,5,5,5,4,4,2,5,2,4,4,5,1,4,2,1,1,1,5,5,1,1,1,4,2,5,4,5,"2","5",3,5,1,5,4,3,5,3,5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,5,3,3,5,1,2,2,1,1,4,2,5
"458",19,181,62,2,"male","right handed","secondary school","no","city","house/bungalow",2,1,1,2,2,3,4,5,5,3,5,2,3,2,3,5,4,1,4,3,4,3,5,3,5,3,2,5,4,1,3,"i am always on time","only to avoid hurting someone",2,4,2,3,3,4,4,3,5,1,3,5,5,1,3,4,1,4,3,4,3,3,2,"few hours a day",1,1,1,3,2,2,2,2,2,4,3,5,3,5,4,5,5,3,2,1,1,2,3,2,1,5,1,3,4,2,2,2,5,3,1,1,1,4,1,5,4,2,"2","3",3,5,3,1,3,1,4,4,5,4,4,2,1,2,1,4,5,2,3,2,2,2,3,3,2,4,1,5,2,4,5,3,5,5,2,3,4,2,5
"459",18,168,52,1,"female","right handed","secondary school","no","village","house/bungalow",1,1,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,5,5,1,5,1,5,1,5,5,1,5,3,2,4,"i am often running late","only to avoid hurting someone",1,4,3,2,3,1,3,4,5,1,3,5,5,5,3,3,1,4,4,5,4,5,4,"few hours a day",5,5,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,5,1,1,"2","3",5,3,3,3,1,2,1,3,5,3,5,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,1,1
"460",19,166,62,0,"female","right handed","secondary school","yes","city","block of flats",1,4,3,4,2,4,4,3,2,5,2,2,1,4,3,4,4,1,5,2,2,3,2,3,4,3,3,4,4,1,3,"i am always on time","sometimes",4,5,4,3,4,5,4,5,1,2,2,3,1,3,4,4,3,3,4,4,5,4,2,"less than an hour a day",2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,3,1,1,4,2,3,4,5,5,1,1,5,4,4,2,4,1,4,1,1,1,3,3,5,5,5,2,"2","3",2,4,3,4,3,3,2,3,4,2,2,2,3,3,3,2,3,2,3,1,4,3,3,5,2,3,3,5,1,2,5,4,1,2,5,5,4,2,1
"461",22,189,78,2,"male","left handed","secondary school","no","city","block of flats",5,1,1,1,2,1,2,2,1,5,5,2,4,3,5,3,5,1,5,1,1,5,5,2,5,5,3,1,3,2,5,"i am often running late","everytime it suits me",3,5,3,3,5,5,5,5,5,4,5,1,1,2,5,5,4,4,1,5,5,3,1,"few hours a day",1,1,1,1,1,1,1,5,2,1,4,1,5,1,1,5,4,3,1,1,3,5,5,1,3,4,1,5,1,1,1,1,5,5,1,1,1,3,1,5,5,5,"2","5",3,1,2,5,5,5,5,4,5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,5,5,5,5,2,2,3,3,3,5,3,5
"462",29,189,96,3,"male","right handed","masters degree","yes","village","house/bungalow",3,3,3,4,4,3,4,4,3,4,3,2,2,3,3,3,3,2,3,1,3,3,5,3,3,3,3,3,3,2,3,"i am always on time","only to avoid hurting someone",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,"few hours a day",2,2,2,2,1,2,2,2,2,2,3,3,4,3,2,4,3,4,2,2,3,4,4,3,3,4,3,3,4,3,2,3,3,3,3,3,4,4,4,4,4,3,"2","3",3,3,3,3,2,4,3,4,5,3,2,4,3,3,3,3,3,1,1,1,3,3,3,3,4,2,4,4,2,3,5,3,2,3,3,3,4,3,3
"463",23,157,60,2,"female","right handed","college/bachelor degree","no","village","house/bungalow",4,3,2,4,2,2,4,4,2,3,3,4,1,5,5,4,3,2,4,3,1,3,5,4,1,3,3,3,4,2,2,"i am always on time","sometimes",4,4,4,3,2,3,3,2,1,4,4,5,3,4,4,3,2,3,4,1,2,4,3,"few hours a day",3,2,3,4,3,4,5,5,5,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,1,1,1,4,1,3,1,4,2,3,1,2,4,3,4,2,2,"2","3",3,4,1,3,3,2,2,3,4,3,3,1,2,3,1,3,5,1,4,3,3,3,3,4,2,3,1,4,2,3,5,4,3,4,5,5,5,1,2
"464",18,164,60,0,"female","right handed","secondary school","yes","city","block of flats",2,2,2,4,2,1,3,4,2,5,3,1,4,4,1,5,2,4,3,3,1,5,3,5,2,4,5,5,3,1,3,"i am often running late","never",1,1,5,3,2,2,5,5,4,3,2,5,5,5,2,2,1,2,5,5,1,3,3,"less than an hour a day",4,4,4,4,2,5,1,3,5,5,1,3,1,3,1,4,2,2,4,2,3,2,4,2,1,1,4,5,5,1,1,1,3,1,3,1,5,1,3,5,1,4,"1","3",3,3,4,1,1,2,1,4,5,3,3,1,1,3,3,5,3,1,1,3,3,1,1,5,5,1,1,5,1,1,4,5,1,1,4,5,2,1,2
"465",22,172,50,1,"female","right handed","secondary school","no","city","house/bungalow",4,1,3,1,3,3,3,4,5,5,5,1,2,5,1,5,5,5,5,5,5,2,5,2,4,4,3,5,4,3,4,"i am always on time","sometimes",2,4,5,4,5,4,5,5,5,2,5,5,5,5,4,3,3,3,3,4,3,5,1,"few hours a day",1,2,3,5,4,4,5,3,5,1,2,3,1,1,1,4,4,4,2,1,1,5,5,2,2,3,2,3,5,1,1,1,4,1,1,3,5,3,2,2,2,1,"2","3",3,3,5,4,3,5,2,4,5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,3,1,4,4,5,1,3,3,3,2,2,1
"466",17,157,46,1,"female","right handed","secondary school","no","city","house/bungalow",4,4,2,5,4,1,4,4,1,4,3,2,1,5,1,5,4,1,5,2,4,5,5,1,2,3,3,2,3,1,3,"i am often running late","sometimes",4,4,3,4,4,2,3,4,3,2,2,4,5,2,4,4,3,3,4,3,3,4,3,"less than an hour a day",2,2,1,1,1,3,1,3,1,2,5,2,3,2,2,5,4,3,3,1,5,5,5,2,3,1,2,1,4,2,1,1,1,3,1,2,3,4,4,4,2,1,"1","1",4,4,2,3,2,4,2,4,5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,5,2,3,5,3,3,4,3,3,4,4,4
"467",19,189,72,0,"male","right handed","college/bachelor degree","yes","city","block of flats",4,4,2,4,2,4,3,3,4,3,3,2,4,2,4,2,3,2,3,4,3,3,3,1,5,1,4,1,3,2,5,"i am always on time","sometimes",5,5,5,3,3,3,3,3,3,2,3,3,2,4,2,4,2,4,3,3,5,3,3,"few hours a day",1,1,1,1,3,5,1,1,3,3,1,1,2,1,1,4,4,4,1,1,1,1,4,1,4,5,1,1,3,1,1,1,1,5,2,5,4,4,1,5,5,1,"4","5",5,1,5,3,2,3,3,3,5,3,3,1,3,3,3,4,3,1,1,4,1,3,3,1,3,5,1,5,3,3,3,3,3,3,3,3,3,3,3
"468",20,161,46,1,"female","right handed","secondary school","no","village","house/bungalow",3,2,3,2,5,4,3,4,1,4,5,3,1,5,5,4,2,4,4,3,2,4,4,2,5,4,2,5,3,3,3,"i am often running late","sometimes",3,3,3,3,2,2,4,4,2,3,3,5,3,4,4,3,1,3,3,4,1,4,3,"few hours a day",2,2,3,4,5,5,5,4,5,5,1,2,3,3,1,4,1,5,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,2,1,2,3,1,2,4,1,1,"2","3",2,4,4,1,2,2,1,3,4,2,4,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,1,5,2,2,5,4,2,1,3,3,2,1,4
"469",18,173,60,1,"female","right handed","secondary school","yes","village","house/bungalow",3,5,3,3,3,3,4,4,5,2,3,4,1,4,1,4,4,4,3,3,3,4,5,2,2,4,3,5,3,1,3,"i am often early","sometimes",3,4,3,4,2,4,3,5,3,1,3,4,4,4,5,3,4,3,3,2,2,4,3,"few hours a day",2,2,1,1,2,3,2,3,3,4,3,2,4,4,2,4,3,5,1,1,2,3,4,2,2,3,1,4,3,1,1,1,2,4,2,3,4,4,2,4,2,4,"5","3",3,3,5,5,4,4,5,5,5,3,3,2,4,4,2,4,5,2,2,5,4,4,5,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,4
"470",22,195,83,2,"male","","secondary school","yes","city","block of flats",4,3,1,1,5,5,5,5,1,3,5,1,2,5,4,3,5,3,5,2,5,5,4,4,3,5,1,5,4,3,5,"i am often early","never",5,5,3,4,4,2,1,4,4,2,4,3,3,1,4,4,2,3,4,3,4,2,4,"most of the day",2,2,2,2,1,1,1,4,1,3,3,2,2,3,2,5,5,3,1,1,2,4,4,3,2,3,1,3,5,3,1,1,3,3,1,3,2,5,2,5,3,1,"2","5",5,4,2,3,4,3,5,5,5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,5,5,5,5,3,4,3,5,5,3,3,5
"471",19,167,58,1,"female","right handed","secondary school","no","village","block of flats",2,2,4,4,2,4,5,5,1,4,4,2,2,2,1,5,5,1,5,2,3,3,5,3,3,3,4,4,3,3,3,"i am always on time","only to avoid hurting someone",2,2,4,4,2,3,2,4,2,4,4,5,3,5,3,4,3,3,2,3,2,4,3,"few hours a day",3,1,5,2,1,3,3,3,4,4,4,3,2,2,1,5,4,2,2,1,3,4,3,2,1,4,2,4,3,1,3,1,4,1,2,3,3,2,5,5,3,2,"1","3",3,5,3,3,2,3,1,2,4,3,4,3,1,2,3,5,2,1,1,3,3,2,3,1,3,1,3,4,5,5,5,5,2,1,3,3,2,1,3
"472",20,178,74,1,"male","right handed","secondary school","no","city","block of flats",1,2,4,3,5,3,5,5,4,5,4,1,4,4,5,3,5,1,5,3,1,4,5,1,4,1,2,4,4,1,5,"i am always on time","sometimes",2,5,1,3,3,3,4,4,5,3,4,2,2,1,5,5,4,4,3,4,4,3,2,"few hours a day",1,1,2,2,3,1,1,3,2,1,3,3,2,3,4,4,4,3,4,4,2,3,2,2,2,5,1,1,4,1,1,1,2,5,1,1,3,5,1,5,5,1,"2","3",4,1,3,3,3,2,2,4,5,3,4,2,2,2,2,3,5,4,5,2,5,3,4,5,2,2,1,5,2,4,5,3,5,4,4,5,4,3,5
"473",25,186,78,1,"male","right handed","masters degree","no","village","block of flats",2,2,2,4,2,3,3,4,4,4,4,2,5,3,2,5,4,3,4,5,2,4,4,5,2,3,3,4,3,2,1,"i am always on time","sometimes",2,2,3,3,2,3,3,2,1,3,3,5,4,3,3,2,4,3,3,3,1,3,1,"few hours a day",3,4,2,4,1,1,1,4,1,5,2,1,1,5,4,3,1,2,4,2,1,4,1,2,1,2,1,1,3,1,1,3,5,2,1,1,1,2,1,2,2,2,"1","3",2,3,1,4,3,2,2,4,3,3,2,2,4,3,2,4,3,1,2,1,1,1,2,1,1,1,2,3,5,4,5,2,2,2,1,1,4,2,1
"474",29,170,64,0,"male","left handed","masters degree","yes","village","house/bungalow",3,5,5,5,5,5,5,5,1,2,1,1,1,5,1,2,5,2,5,4,2,5,5,5,2,5,2,5,1,3,2,"i am often early","never",1,1,5,1,1,1,5,2,1,1,1,5,5,1,2,1,1,3,5,5,4,1,1,"less than an hour a day",1,1,1,1,2,2,1,1,2,4,5,3,2,2,2,3,3,2,5,5,5,3,3,5,2,4,3,3,4,1,4,3,1,1,1,1,1,1,2,3,1,5,"5","5",5,5,1,1,2,1,2,3,5,2,1,1,1,1,1,2,4,4,3,1,1,1,1,4,1,1,1,5,1,2,4,3,1,1,4,3,5,1,2
"475",19,180,80,1,"male","right handed","secondary school","no","village","house/bungalow",3,4,3,5,4,5,5,4,5,3,5,4,2,2,3,1,4,2,3,1,3,5,5,2,2,4,1,5,5,2,5,"i am often running late","everytime it suits me",3,4,1,4,5,4,3,5,4,2,5,5,3,1,5,5,5,4,1,2,5,4,2,"few hours a day",1,3,4,4,3,5,5,2,3,5,3,3,3,5,5,5,5,1,5,5,3,1,2,5,3,5,3,3,3,1,5,4,2,5,1,2,3,5,4,5,5,5,"2","3",3,3,3,1,2,3,5,5,5,3,5,1,1,3,1,5,3,1,1,5,2,1,1,3,1,5,1,5,3,3,5,3,3,1,2,2,5,1,4
"476",18,172,60,4,"female","right handed","secondary school","no","city","",3,1,2,2,3,3,2,4,2,4,5,2,1,2,5,4,4,2,5,2,2,5,4,3,5,3,2,5,3,2,5,"i am often running late","sometimes",3,2,3,2,1,4,4,4,4,2,3,3,3,4,4,3,3,3,3,5,5,3,2,"few hours a day",2,3,5,1,1,4,3,1,2,3,4,5,3,3,2,4,2,2,3,2,5,3,3,2,3,1,2,2,4,2,5,3,3,3,1,4,2,2,3,5,2,5,"5","5",2,1,2,2,5,2,1,3,5,3,3,2,5,4,5,3,5,4,4,3,4,3,5,3,4,1,2,4,4,3,5,5,2,3,5,5,3,1,2
"477",20,175,60,2,"female","right handed","secondary school","no","city","house/bungalow",3,3,3,3,4,3,3,3,2,3,1,2,1,5,5,5,4,3,3,2,1,5,4,3,3,4,3,5,3,1,4,"i am always on time","everytime it suits me",3,3,3,4,4,3,4,3,3,3,4,3,3,3,4,3,1,3,3,3,3,3,2,"few hours a day",2,5,2,5,2,2,2,2,2,3,3,3,1,1,1,3,3,1,4,4,5,2,3,5,1,1,5,2,3,2,1,4,2,3,2,2,3,3,2,4,2,5,"2","3",3,3,4,3,5,4,2,3,5,3,2,1,1,4,3,4,5,4,3,3,3,5,5,5,5,1,2,5,1,2,5,4,1,1,3,3,4,1,3
"478",18,169,53,3,"female","right handed","secondary school","no","city","block of flats",2,2,3,2,2,1,4,5,3,4,3,2,1,1,3,3,4,1,4,1,1,5,4,4,5,3,3,1,1,1,3,"i am often running late","only to avoid hurting someone",3,5,3,3,3,4,3,3,4,3,1,2,5,4,2,4,5,3,3,3,4,4,4,"most of the day",1,1,1,3,2,2,1,3,2,1,2,2,2,4,2,3,2,2,2,5,4,2,2,2,1,1,3,1,3,2,4,2,2,3,1,1,1,3,3,4,4,4,"2","3",2,3,5,5,4,3,2,5,5,3,2,1,1,2,4,2,5,3,3,1,2,3,5,5,2,1,1,5,4,4,4,3,4,2,3,3,3,3,4
"479",30,180,80,3,"male","right handed","masters degree","no","city","house/bungalow",1,5,2,3,3,5,4,4,5,2,1,2,3,2,3,3,5,4,5,3,3,4,5,4,3,5,1,5,5,4,4,"i am always on time","only to avoid hurting someone",4,4,3,5,3,3,1,5,2,3,5,4,4,1,4,4,2,3,3,4,4,2,3,"most of the day",5,1,3,4,2,2,2,2,4,4,2,2,2,1,1,4,3,5,2,2,5,5,5,2,2,4,5,4,3,4,3,5,2,1,1,2,4,3,5,5,1,4,"4","1",4,3,2,4,4,3,4,4,5,4,5,2,3,2,3,4,4,2,2,2,2,2,4,4,2,3,2,5,4,4,3,1,4,4,1,2,2,2,5
"480",20,175,57,1,"female","right handed","secondary school","no","city","block of flats",3,3,2,3,2,3,3,3,1,4,4,1,2,2,3,3,4,1,4,3,4,4,5,2,3,3,2,2,3,1,3,"i am always on time","only to avoid hurting someone",3,4,3,3,4,2,2,4,4,3,3,4,4,3,4,4,3,3,3,3,4,3,3,"few hours a day",1,2,2,1,3,3,3,3,3,2,2,3,3,1,2,4,2,1,4,4,3,3,4,5,2,2,2,2,3,2,4,1,3,2,3,2,3,4,3,5,2,5,"2","3",3,3,3,2,3,3,2,3,5,3,3,2,2,3,3,3,4,3,4,3,3,4,4,4,4,2,2,5,4,4,5,3,3,2,4,4,3,2,5
"481",21,161,55,2,"female","right handed","secondary school","no","city","block of flats",3,3,5,3,2,3,5,4,1,3,3,1,3,3,4,3,3,1,5,3,5,5,4,3,3,2,1,3,4,3,4,"i am often running late","only to avoid hurting someone",3,4,3,4,4,3,4,5,3,4,4,5,4,5,4,4,3,4,2,4,3,4,2,"few hours a day",2,2,4,1,2,3,1,1,2,4,3,2,3,3,2,4,4,2,5,4,4,3,5,4,2,3,4,2,4,4,3,1,5,3,4,2,5,4,5,5,3,5,"2","3",3,3,4,3,3,4,3,4,5,4,5,3,5,3,4,5,4,2,3,4,3,4,5,4,5,4,4,5,2,4,5,5,5,2,5,5,5,3,4
